src_vid,dst_vid
DB00881,BE0003645
DB00881,BE0000123
DB00882,BE0000685
DB00882,BE0000344
DB00882,BE0001032
DB00882,BE0000556
DB00883,BE0003533
DB00883,BE0004801
DB00884,BE0000262
DB00884,BE0000266
DB00886,BE0000221
DB00886,BE0000502
DB00887,BE0000281
DB00887,BE0000601
DB00887,BE0000047
DB00887,BE0001195
DB00887,BE0000262
DB00887,BE0003644
DB00887,BE0001066
DB00887,BE0003645
DB00887,BE0000879
DB00887,BE0003646
DB00887,BE0003642
DB00887,BE0004796
DB00888,BE0000311
DB00889,BE0002638
DB00889,BE0003543
DB00889,BE0000123
DB00890,BE0000685
DB00890,BE0000120
DB00891,BE0002793
DB00891,BE0000177
DB00892,BE0002180
DB00892,BE0000629
DB00893,BE0000130
DB00893,BE0000399
DB00893,BE0000085
DB00893,BE0000510
DB00893,BE0002090
DB00894,BE0000049
DB00895,BE0000015
DB00895,BE0000794
DB00896,BE0002638
DB00896,BE0002362
DB00896,BE0000209
DB00896,BE0004797
DB00897,BE0002638
DB00897,BE0002887
DB00897,BE0002362
DB00897,BE0000795
DB00898,BE0000641
DB00898,BE0000433
DB00898,BE0000745
DB00898,BE0000303
DB00898,BE0000311
DB00898,BE0000381
DB00898,BE0000411
DB00898,BE0000430
DB00898,BE0000471
DB00898,BE0000478
DB00898,BE0000523
DB00898,BE0000640
DB00898,BE0000679
DB00898,BE0000738
DB00898,BE0000764
DB00898,BE0000829
DB00898,BE0000830
DB00898,BE0000831
DB00898,BE0000849
DB00898,BE0000850
DB00898,BE0001028
DB00898,BE0001030
DB00898,BE0001114
DB00898,BE0001204
DB00898,BE0002218
DB00898,BE0002341
DB00898,BE0002343
DB00898,BE0002344
DB00898,BE0002345
DB00898,BE0002346
DB00898,BE0002355
DB00898,BE0002359
DB00898,BE0003584
DB00898,BE0003585
DB00898,BE0003586
DB00898,BE0003587
DB00898,BE0003588
DB00898,BE0003593
DB00898,BE0003594
DB00898,BE0003595
DB00898,BE0003596
DB00898,BE0003597
DB00898,BE0003599
DB00898,BE0004706
DB00898,BE0009586
DB00898,BE0009583
DB00898,BE0009585
DB00898,BE0009584
DB00898,BE0005108
DB00898,BE0005190
DB00898,BE0008999
DB00898,BE0000426
DB00898,BE0000522
DB00898,BE0003543
DB00898,BE0002433
DB00898,BE0003549
DB00898,BE0002793
DB00898,BE0003536
DB00898,BE0003533
DB00898,BE0002638
DB00898,BE0000421
DB00898,BE0000227
DB00898,BE0000400
DB00898,BE0000465
DB00898,BE0000009
DB00898,BE0000360
DB00898,BE0000522
DB00898,BE0003545
DB00898,BE0004352
DB00898,BE0000770
DB00899,BE0000420
DB00899,BE0000632
DB00899,BE0004136
DB00900,BE0000250
DB00900,BE0000530
DB00900,BE0001066
DB00900,BE0001204
DB00900,BE0004706
DB00900,BE0000694
DB00901,BE0000442
DB00902,BE0000502
DB00903,BE0000732
DB00903,BE0009011
DB00903,BE0000814
DB00903,BE0002189
DB00903,BE0000530
DB00903,BE0001066
DB00903,BE0000311
DB00904,BE0000084
DB00904,BE0000770
DB00904,BE0000291
DB00904,BE0000797
DB00904,BE0002638
DB00904,BE0002433
DB00904,BE0002363
DB00904,BE0002362
DB00904,BE0003612
DB00904,BE0002793
DB00904,BE0003533
DB00904,BE0000610
DB00905,BE0000064
DB00905,BE0002375
DB00905,BE0002638
DB00905,BE0002362
DB00905,BE0000249
DB00906,BE0003541
DB00906,BE0002638
DB00906,BE0000647
DB00907,BE0000486
DB00907,BE0004901
DB00907,BE0000092
DB00907,BE0000560
DB00907,BE0000156
DB00907,BE0002705
DB00907,BE0002638
DB00907,BE0002363
DB00907,BE0002887
DB00907,BE0002180
DB00907,BE0002705
DB00907,BE0004879
DB00907,BE0000647
DB00907,BE0000197
DB00908,BE0000154
DB00908,BE0000680
DB00908,BE0000090
DB00908,BE0000501
DB00908,BE0000575
DB00908,BE0000715
DB00908,BE0002638
DB00908,BE0003612
DB00908,BE0002363
DB00908,BE0002433
DB00908,BE0003533
DB00908,BE0003543
DB00908,BE0003549
DB00908,BE0002793
DB00908,BE0002887
DB00908,BE0000530
DB00908,BE0000925
DB00908,BE0003647
DB00908,BE0003648
DB00908,BE0000106
DB00908,BE0001032
DB00908,BE0003642
DB00908,BE0003645
DB00908,BE0001069
DB00908,BE0000757
DB00908,BE0001004
DB00908,BE0000703
DB00908,BE0000141
DB00909,BE0002081
DB00909,BE0002082
DB00909,BE0002083
DB00909,BE0000197
DB00909,BE0001143
DB00909,BE0000192
DB00909,BE0003635
DB00909,BE0003636
DB00909,BE0003637
DB00909,BE0003638
DB00909,BE0000483
DB00909,BE0000864
DB00909,BE0000012
DB00909,BE0000267
DB00909,BE0000322
DB00909,BE0003625
DB00909,BE0000535
DB00909,BE0003626
DB00909,BE0003627
DB00909,BE0003628
DB00909,BE0003629
DB00909,BE0003630
DB00909,BE0002437
DB00909,BE0003631
DB00909,BE0003632
DB00909,BE0001653
DB00909,BE0003633
DB00909,BE0003634
DB00909,BE0002196
DB00909,BE0002198
DB00909,BE0008668
DB00909,BE0002362
DB00909,BE0003536
DB00909,BE0003541
DB00909,BE0003539
DB00909,BE0001032
DB00909,BE0000779
DB00910,BE0002250
DB00910,BE0002638
DB00910,BE0003544
DB00910,BE0004796
DB00911,BE0000703
DB00911,BE0000207
DB00912,BE0000215
DB00912,BE0000442
DB00912,BE0002887
DB00912,BE0002638
DB00912,BE0000530
DB00912,BE0001004
DB00912,BE0000703
DB00912,BE0000770
DB00913,BE0000677
DB00914,BE0002441
DB00914,BE0002363
DB00914,BE0003647
DB00914,BE0003648
DB00914,BE0000630
DB00915,BE0000641
DB00915,BE0000756
DB00915,BE0002341
DB00915,BE0000849
DB00915,BE0003585
DB00915,BE0002151
DB00915,BE0002196
DB00915,BE0003647
DB00915,BE0003648
DB00915,BE0004435
DB00916,BE0009695
DB00916,BE0003541
DB00916,BE0003336
DB00916,BE0002362
DB00916,BE0003612
DB00916,BE0002793
DB00916,BE0002638
DB00916,BE0001032
DB00916,BE0000368
DB00917,BE0000064
DB00917,BE0002375
DB00917,BE0003522
DB00917,BE0003561
DB00917,BE0003647
DB00917,BE0003639
DB00917,BE0001066
DB00917,BE0003645
DB00917,BE0000879
DB00917,BE0003646
DB00917,BE0001188
DB00917,BE0001042
DB00917,BE0003642
DB00917,BE0003667
DB00917,BE0003668
DB00917,BE0003655
DB00917,BE0003656
DB00917,BE0003660
DB00917,BE0003661
DB00917,BE0001004
DB00917,BE0000659
DB00918,BE0000797
DB00918,BE0002638
DB00918,BE0002363
DB00918,BE0002198
DB00918,BE0003606
DB00918,BE0003536
DB00918,BE0003533
DB00918,BE0002887
DB00918,BE0000279
DB00919,BE0000442
DB00920,BE0003559
DB00920,BE0003677
DB00920,BE0003544
DB00920,BE0009343
DB00920,BE0000632
DB00921,BE0000770
DB00921,BE0000420
DB00921,BE0002378
DB00921,BE0002638
DB00921,BE0002362
DB00921,BE0002793
DB00921,BE0002887
DB00921,BE0003612
DB00921,BE0002363
DB00921,BE0003611
DB00921,BE0003536
DB00921,BE0001032
DB00921,BE0001067
DB00921,BE0001024
DB00922,BE0000708
DB00922,BE0002441
DB00922,BE0000436
DB00922,BE0003688
DB00923,BE0000451
DB00924,BE0000393
DB00924,BE0000533
DB00924,BE0000945
DB00924,BE0000749
DB00924,BE0000486
DB00924,BE0000650
DB00924,BE0002442
DB00924,BE0003539
DB00924,BE0002638
DB00924,BE0002433
DB00924,BE0002363
DB00924,BE0003544
DB00924,BE0009343
DB00924,BE0000530
DB00924,BE0000501
DB00925,BE0000289
DB00925,BE0000342
DB00925,BE0000572
DB00925,BE0000418
DB00925,BE0000694
DB00925,BE0000575
DB00925,BE0000715
DB00925,BE0003647
DB00925,BE0003648
DB00925,BE0003650
DB00925,BE0000663
DB00926,BE0000412
DB00926,BE0000206
DB00926,BE0000707
DB00926,BE0000078
DB00926,BE0000144
DB00926,BE0002090
DB00926,BE0000508
DB00926,BE0000112
DB00927,BE0002433
DB00927,BE0001066
DB00927,BE0003645
DB00927,BE0003647
DB00927,BE0003657
DB00927,BE0000892
DB00928,BE0004810
DB00928,BE0002375
DB00929,BE0000368
DB00929,BE0000064
DB00929,BE0003522
DB00929,BE0004809
DB00931,BE0004854
DB00932,BE0003536
DB00932,BE0003541
DB00932,BE0002638
DB00932,BE0002363
DB00932,BE0000703
DB00932,BE0001042
DB00932,BE0001004
DB00932,BE0003659
DB00932,BE0001032
DB00932,BE0000756
DB00933,BE0000451
DB00933,BE0002363
DB00933,BE0000486
DB00934,BE0000442
DB00934,BE0000092
DB00934,BE0000560
DB00934,BE0000045
DB00934,BE0000405
DB00934,BE0000247
DB00934,BE0004863
DB00934,BE0000533
DB00934,BE0000650
DB00934,BE0000756
DB00934,BE0004864
DB00934,BE0002363
DB00934,BE0000925
DB00934,BE0000501
DB00935,BE0000289
DB00935,BE0000572
DB00935,BE0000342
DB00935,BE0000575
DB00935,BE0000715
DB00935,BE0000291
DB00935,BE0000797
DB00935,BE0000659
DB00935,BE0004882
DB00935,BE0003538
DB00935,BE0003536
DB00935,BE0000017
DB00936,BE0000262
DB00936,BE0000126
DB00936,BE0002793
DB00936,BE0000530
DB00936,BE0001066
DB00936,BE0003652
DB00936,BE0003645
DB00936,BE0000879
DB00936,BE0001042
DB00936,BE0000669
DB00936,BE0003646
DB00936,BE0000486
DB00937,BE0000647
DB00937,BE0000694
DB00938,BE0000172
DB00938,BE0001012
DB00938,BE0002638
DB00938,BE0002362
DB00938,BE0003612
DB00938,BE0002887
DB00938,BE0000530
DB00938,BE0004879
DB00938,BE0003650
DB00938,BE0003647
DB00938,BE0000017
DB00939,BE0000262
DB00939,BE0000248
DB00939,BE0000897
DB00939,BE0002398
DB00939,BE0000537
DB00939,BE0001066
DB00939,BE0003660
DB00939,BE0000112
DB00940,BE0000560
DB00940,BE0000045
DB00940,BE0000405
DB00940,BE0000247
DB00940,BE0000092
DB00940,BE0000426
DB00940,BE0002180
DB00941,BE0000092
DB00942,BE0004136
DB00943,BE0002804
DB00943,BE0000530
DB00943,BE0001066
DB00943,BE0003646
DB00943,BE0001204
DB00943,BE0004706
DB00943,BE0000426
DB00944,BE0002180
DB00944,BE0000017
DB00945,BE0000262
DB00945,BE0000126
DB00945,BE0004907
DB00945,BE0003380
DB00945,BE0001098
DB00945,BE0004876
DB00945,BE0003469
DB00945,BE0004952
DB00945,BE0000444
DB00945,BE0001162
DB00945,BE0001154
DB00945,BE0009668
DB00945,BE0004689
DB00945,BE0009045
DB00945,BE0009669
DB00945,BE0003536
DB00945,BE0002793
DB00945,BE0004694
DB00945,BE0003607
DB00945,BE0001066
DB00945,BE0001032
DB00945,BE0003645
DB00945,BE0000713
DB00946,BE0002887
DB00946,BE0002793
DB00946,BE0002638
DB00946,BE0000530
DB00946,BE0000925
DB00946,BE0000123
DB00947,BE0002638
DB00947,BE0003541
DB00947,BE0000576
DB00948,BE0004643
DB00948,BE0003579
DB00948,BE0000417
DB00949,BE0000760
DB00949,BE0003533
DB00949,BE0002793
DB00949,BE0003536
DB00949,BE0002638
DB00949,BE0000442
DB00950,BE0000530
DB00950,BE0004879
DB00950,BE0001004
DB00950,BE0003659
DB00950,BE0001042
DB00950,BE0003642
DB00950,BE0001069
DB00950,BE0001061
DB00950,BE0003645
DB00950,BE0000466
DB00951,BE0000332
DB00951,BE0002887
DB00951,BE0002433
DB00951,BE0002638
DB00951,BE0003536
DB00951,BE0001944
DB00951,BE0003607
DB00951,BE0004429
DB00951,BE0003336
DB00951,BE0002887
DB00951,BE0003533
DB00951,BE0002433
DB00951,BE0002793
DB00951,BE0002363
DB00951,BE0003536
DB00951,BE0002638
DB00951,BE0000530
DB00951,BE0000291
DB00952,BE0000659
DB00952,BE0000797
DB00952,BE0000460
DB00952,BE0002198
DB00952,BE0000659
DB00953,BE0000797
DB00953,BE0000460
DB00953,BE0002198
DB00953,BE0004800
DB00954,BE0000279
DB00955,BE0004799
DB00956,BE0000420
DB00956,BE0000156
DB00956,BE0002363
DB00956,BE0002638
DB00956,BE0003549
DB00956,BE0003536
DB00956,BE0000557
DB00957,BE0000123
DB00957,BE0000132
DB00957,BE0002638
DB00957,BE0003549
DB00957,BE0002793
DB00957,BE0003541
DB00957,BE0000530
DB00957,BE0000685
DB00957,BE0001069
DB00957,BE0001032
DB00957,BE0004796
DB00958,BE0001075
DB00958,BE0000818
DB00958,BE0004778
DB00958,BE0004779
DB00958,BE0002390
DB00958,BE0000814
DB00958,BE0000807
DB00958,BE0001184
DB00958,BE0003649
DB00958,BE0003662
DB00958,BE0003666
DB00958,BE0003664
DB00958,BE0001067
DB00958,BE0001069
DB00958,BE0000794
DB00959,BE0000422
DB00959,BE0009795
DB00959,BE0004866
DB00959,BE0001111
DB00959,BE0003549
DB00959,BE0002887
DB00959,BE0003536
DB00959,BE0002793
DB00959,BE0000530
DB00959,BE0001032
DB00959,BE0000172
DB00960,BE0000694
DB00960,BE0001012
DB00960,BE0000291
DB00960,BE0000797
DB00960,BE0009758
DB00960,BE0004879
DB00960,BE0000177
DB00961,BE0000795
DB00962,BE0002638
DB00962,BE0002362
DB00962,BE0003612
DB00962,BE0003539
DB00962,BE0000262
DB00963,BE0000017
DB00963,BE0000262
DB00963,BE0000501
DB00964,BE0000289
DB00964,BE0000572
DB00964,BE0000215
DB00966,BE0000062
DB00966,BE0003536
DB00966,BE0003677
DB00966,BE0001032
DB00966,BE0001069
DB00966,BE0001067
DB00966,BE0000703
DB00966,BE0000442
DB00967,BE0001032
DB00967,BE0002151
DB00968,BE0000289
DB00968,BE0002089
DB00968,BE0002151
DB00968,BE0009567
DB00968,BE0000865
DB00968,BE0000530
DB00968,BE0001018
DB00968,BE0000311
DB00969,BE0002433
DB00969,BE0002638
DB00969,BE0002793
DB00969,BE0003533
DB00969,BE0004796
DB00970,BE0000106
DB00970,BE0001032
DB00970,BE0003640
DB00970,BE0000785
DB00970,BE0001067
DB00970,BE0000442
DB00972,BE0000112
DB00972,BE0003997
DB00972,BE0001117
DB00972,BE0002638
DB00972,BE0002363
DB00972,BE0002433
DB00972,BE0003536
DB00972,BE0003543
DB00972,BE0002362
DB00972,BE0002793
DB00972,BE0002887
DB00972,BE0003336
DB00972,BE0003533
DB00972,BE0003549
DB00972,BE0001032
DB00972,BE0000802
DB00973,BE0000105
DB00973,BE0001078
DB00973,BE0003677
DB00973,BE0004696
DB00973,BE0003679
DB00973,BE0002638
DB00973,BE0002887
DB00973,BE0003541
DB00973,BE0001032
DB00973,BE0001069
DB00973,BE0001061
DB00973,BE0001004
DB00973,BE0001067
DB00973,BE0000703
DB00973,BE0004808
DB00974,BE0003562
DB00974,BE0002090
DB00974,BE0000631
DB00975,BE0000182
DB00975,BE0001133
DB00975,BE0002214
DB00975,BE0009008
DB00975,BE0000925
DB00975,BE0001188
DB00975,BE0003639
DB00975,BE0001032
DB00975,BE0001004
DB00975,BE0003659
DB00975,BE0001042
DB00975,BE0000703
DB00975,BE0004800
DB00976,BE0001004
DB00976,BE0003659
DB00976,BE0000123
DB00977,BE0000956
DB00977,BE0002638
DB00977,BE0002887
DB00977,BE0002793
DB00977,BE0002433
DB00977,BE0002362
DB00977,BE0003544
DB00977,BE0003677
DB00977,BE0003541
DB00977,BE0003538
DB00977,BE0003679
DB00977,BE0004767
DB00977,BE0000951
DB00977,BE0002089
DB00977,BE0003536
DB00977,BE0000530
DB00977,BE0000685
DB00977,BE0000703
DB00977,BE0003644
DB00977,BE0001069
DB00977,BE0001032
DB00977,BE0003642
DB00977,BE0000366
DB00978,BE0000429
DB00978,BE0000742
DB00978,BE0002433
DB00978,BE0000106
DB00978,BE0001069
DB00978,BE0000092
DB00979,BE0002180
DB00979,BE0000327
DB00980,BE0000515
DB00980,BE0003536
DB00980,BE0002638
DB00980,BE0002793
DB00980,BE0002433
DB00980,BE0000426
DB00981,BE0000849
DB00981,BE0000850
DB00981,BE0000144
DB00982,BE0000663
DB00982,BE0002638
DB00982,BE0000530
DB00982,BE0000694
DB00983,BE0000172
DB00983,BE0001012
DB00983,BE0002363
DB00983,BE0003536
DB00983,BE0002793
DB00983,BE0003336
DB00983,BE0008629
DB00983,BE0003538
DB00983,BE0003679
DB00983,BE0004696
DB00983,BE0000530
DB00983,BE0003648
DB00983,BE0003650
DB00983,BE0000757
DB00983,BE0000106
DB00983,BE0000132
DB00984,BE0000442
DB00985,BE0000092
DB00986,BE0000045
DB00986,BE0000560
DB00986,BE0000405
DB00986,BE0000247
DB00986,BE0002363
DB00986,BE0002433
DB00986,BE0003549
DB00986,BE0002793
DB00986,BE0003611
DB00986,BE0003536
DB00986,BE0002638
DB00986,BE0000530
DB00986,BE0004879
DB00986,BE0003657
DB00986,BE0000113
DB00987,BE0004796
DB00987,BE0002804
DB00987,BE0001096
DB00987,BE0004700
DB00987,BE0002443
DB00987,BE0000757
DB00987,BE0003651
DB00987,BE0001204
DB00987,BE0000756
DB00988,BE0000020
DB00988,BE0000145
DB00988,BE0000581
DB00988,BE0000389
DB00988,BE0000647
DB00988,BE0000138
DB00988,BE0000291
DB00988,BE0000650
DB00988,BE0004889
DB00988,BE0000749
DB00988,BE0000311
DB00988,BE0009583
DB00988,BE0002390
DB00988,BE0000118
DB00988,BE0000138
DB00988,BE0002198
DB00988,BE0002196
DB00988,BE0002089
DB00988,BE0003647
DB00988,BE0003648
DB00988,BE0003650
DB00988,BE0000106
DB00988,BE0003665
DB00988,BE0000426
DB00989,BE0002180
DB00989,BE0002090
DB00990,BE0002090
DB00990,BE0002638
DB00990,BE0000017
DB00991,BE0000262
DB00991,BE0001109
DB00993,BE0000077
DB00993,BE0009809
DB00993,BE0002204
DB00993,BE0000987
DB00993,BE0002281
DB00993,BE0002189
DB00993,BE0000807
DB00993,BE0000761
DB00993,BE0000722
DB00993,BE0000321
DB00993,BE0004443
DB00993,BE0002433
DB00993,BE0000530
DB00993,BE0004706
DB00993,BE0003672
DB00993,BE0001032
DB00993,BE0009810
DB00993,BE0000279
DB00994,BE0004799
DB00994,BE0000907
DB00995,BE0001154
DB00995,BE0000530
DB00995,BE0000691
DB00996,BE0002396
DB00996,BE0009351
DB00996,BE0002398
DB00996,BE0002400
DB00996,BE0000517
DB00996,BE0000222
DB00996,BE0000742
DB00997,BE0004796
DB00997,BE0000971
DB00997,BE0002425
DB00997,BE0002638
DB00997,BE0002363
DB00997,BE0003549
DB00997,BE0001111
DB00997,BE0003074
DB00997,BE0004771
DB00997,BE0004352
DB00997,BE0000592
DB00997,BE0001184
DB00997,BE0002204
DB00997,BE0000067
DB00997,BE0000005
DB00997,BE0000263
DB00997,BE0000729
DB00997,BE0000191
DB00997,BE0000307
DB00997,BE0002364
DB00997,BE0000530
DB00997,BE0001032
DB00997,BE0000785
DB00997,BE0001061
DB00997,BE0003640
DB00997,BE0001067
DB00997,BE0003669
DB00997,BE0003651
DB00997,BE0003673
DB00997,BE0000703
DB00997,BE0004770
DB00997,BE0001069
DB00997,BE0000659
DB00998,BE0000797
DB00998,BE0002433
DB00998,BE0000419
DB00999,BE0000553
DB00999,BE0000530
DB00999,BE0001066
DB00999,BE0003645
DB00999,BE0000879
DB00999,BE0001188
DB00999,BE0004290
DB01000,BE0004643
DB01000,BE0003577
DB01000,BE0004840
DB01000,BE0001018
DB01000,BE0001134
DB01000,BE0000694
DB01001,BE0000172
DB01001,BE0001012
DB01001,BE0002638
DB01001,BE0000177
DB01002,BE0002638
DB01002,BE0002433
DB01002,BE0001191
DB01003,BE0000308
DB01004,BE0004796
DB01004,BE0003648
DB01004,BE0001066
DB01004,BE0003645
DB01004,BE0003646
DB01004,BE0003657
DB01004,BE0004752
DB01004,BE0000325
DB01005,BE0002363
DB01005,BE0002090
DB01006,BE0003536
DB01006,BE0003679
DB01006,BE0002638
DB01006,BE0003336
DB01006,BE0002090
DB01006,BE0000530
DB01006,BE0001032
DB01006,BE0000233
DB01007,BE0000875
DB01007,BE0002090
DB01007,BE0003536
DB01007,BE0003533
DB01007,BE0002638
DB01007,BE0004796
DB01008,BE0000814
DB01008,BE0002290
DB01008,BE0002638
DB01008,BE0002189
DB01008,BE0002281
DB01008,BE0000262
DB01009,BE0000017
DB01009,BE0003552
DB01009,BE0002793
DB01009,BE0002887
DB01009,BE0003541
DB01009,BE0000530
DB01009,BE0001188
DB01009,BE0003642
DB01009,BE0001066
DB01009,BE0003645
DB01009,BE0000879
DB01009,BE0003646
DB01009,BE0002180
DB01010,BE0000426
DB01010,BE0000731
DB01011,BE0001246
DB01011,BE0000731
DB01011,BE0003533
DB01011,BE0003542
DB01011,BE0003336
DB01011,BE0002638
DB01011,BE0001061
DB01011,BE0000509
DB01012,BE0002638
DB01012,BE0002363
DB01012,BE0002433
DB01012,BE0000794
DB01013,BE0000422
DB01013,BE0000668
DB01013,BE0002638
DB01013,BE0002362
DB01013,BE0000209
DB01013,BE0000530
DB01013,BE0000215
DB01014,BE0000262
DB01014,BE0000017
DB01014,BE0000248
DB01014,BE0000638
DB01014,BE0000803
DB01015,BE0002793
DB01015,BE0003608
DB01015,BE0003607
DB01015,BE0002638
DB01015,BE0000530
DB01015,BE0000703
DB01015,BE0008670
DB01016,BE0000703
DB01016,BE0000119
DB01016,BE0004923
DB01016,BE0001195
DB01016,BE0009748
DB01016,BE0002638
DB01016,BE0002793
DB01016,BE0003536
DB01016,BE0003612
DB01016,BE0002362
DB01016,BE0000530
DB01016,BE0001061
DB01016,BE0000703
DB01016,BE0001032
DB01016,BE0000785
DB01016,BE0001018
DB01016,BE0003642
DB01016,BE0001134
DB01016,BE0001066
DB01016,BE0001069
DB01016,BE0001067
DB01016,BE0003646
DB01016,BE0001042
DB01016,BE0000127
DB01017,BE0000019
DB01017,BE0004799
DB01017,BE0000248
DB01017,BE0000058
DB01017,BE0000163
DB01017,BE0000444
DB01017,BE0001162
DB01017,BE0001009
DB01017,BE0009853
DB01017,BE0001570
DB01017,BE0009852
DB01017,BE0001066
DB01017,BE0003646
DB01017,BE0000289
DB01018,BE0000572
DB01018,BE0003536
DB01018,BE0002638
DB01018,BE0003657
DB01018,BE0003648
DB01018,BE0003647
DB01018,BE0000045
DB01019,BE0000092
DB01019,BE0000560
DB01019,BE0000405
DB01019,BE0000247
DB01019,BE0003578
DB01020,BE0000807
DB01020,BE0002204
DB01020,BE0000009
DB01020,BE0000419
DB01021,BE0000732
DB01021,BE0000267
DB01021,BE0000322
DB01021,BE0000535
DB01021,BE0000987
DB01021,BE0000403
DB01022,BE0000724
DB01022,BE0004727
DB01022,BE0010058
DB01022,BE0000713
DB01022,BE0000430
DB01023,BE0000691
DB01023,BE0002354
DB01023,BE0002359
DB01023,BE0002355
DB01023,BE0000864
DB01023,BE0002396
DB01023,BE0000418
DB01023,BE0003323
DB01023,BE0003565
DB01023,BE0000668
DB01023,BE0003566
DB01023,BE0001024
DB01023,BE0002638
DB01023,BE0002362
DB01023,BE0003612
DB01023,BE0002887
DB01023,BE0002793
DB01023,BE0002363
DB01023,BE0001032
DB01023,BE0000703
DB01023,BE0000722
DB01024,BE0000761
DB01024,BE0003679
DB01024,BE0003682
DB01024,BE0003538
DB01024,BE0003541
DB01024,BE0004695
DB01024,BE0003678
DB01024,BE0004694
DB01024,BE0002638
DB01024,BE0002362
DB01024,BE0002887
DB01024,BE0000530
DB01024,BE0001206
DB01025,BE0000885
DB01025,BE0000125
DB01025,BE0000689
DB01025,BE0000690
DB01026,BE0000344
DB01026,BE0000132
DB01026,BE0004873
DB01026,BE0000090
DB01026,BE0000956
DB01026,BE0003848
DB01026,BE0002638
DB01026,BE0002362
DB01026,BE0003536
DB01026,BE0003543
DB01026,BE0002433
DB01026,BE0003336
DB01026,BE0001111
DB01026,BE0003549
DB01026,BE0002887
DB01026,BE0002793
DB01026,BE0002363
DB01026,BE0000731
DB01026,BE0003541
DB01026,BE0004695
DB01026,BE0003679
DB01026,BE0004729
DB01026,BE0002090
DB01026,BE0004727
DB01026,BE0000530
DB01026,BE0000685
DB01026,BE0001032
DB01026,BE0001004
DB01026,BE0000703
DB01026,BE0000795
DB01028,BE0000640
DB01028,BE0000433
DB01028,BE0000781
DB01028,BE0004797
DB01028,BE0000503
DB01028,BE0002433
DB01028,BE0003336
DB01028,BE0003549
DB01028,BE0002793
DB01028,BE0002363
DB01028,BE0002638
DB01028,BE0003533
DB01028,BE0000062
DB01029,BE0001040
DB01029,BE0003677
DB01029,BE0000017
DB01029,BE0002638
DB01029,BE0002793
DB01029,BE0002887
DB01029,BE0000530
DB01029,BE0004879
DB01030,BE0004796
DB01030,BE0001067
DB01030,BE0001032
DB01030,BE0003657
DB01030,BE0004752
DB01030,BE0000322
DB01031,BE0000267
DB01031,BE0001066
DB01032,BE0000879
DB01032,BE0003645
DB01032,BE0003719
DB01032,BE0009016
DB01032,BE0002887
DB01032,BE0002638
DB01032,BE0003541
DB01032,BE0002793
DB01032,BE0000530
DB01032,BE0003647
DB01032,BE0003648
DB01032,BE0001061
DB01032,BE0001188
DB01032,BE0003639
DB01032,BE0000440
DB01032,BE0000106
DB01032,BE0003640
DB01032,BE0000785
DB01032,BE0003642
DB01032,BE0000669
DB01032,BE0003644
DB01032,BE0001066
DB01032,BE0003652
DB01032,BE0003645
DB01032,BE0001069
DB01032,BE0003658
DB01032,BE0000879
DB01032,BE0003660
DB01032,BE0003646
DB01032,BE0004782
DB01032,BE0004783
DB01032,BE0000077
DB01033,BE0000374
DB01033,BE0004941
DB01033,BE0000987
DB01033,BE0002204
DB01033,BE0003645
DB01033,BE0001188
DB01033,BE0003639
DB01033,BE0004781
DB01033,BE0003672
DB01033,BE0001204
DB01033,BE0004706
DB01033,BE0000801
DB01034,BE0000800
DB01034,BE0000558
DB01034,BE0000959
DB01034,BE0000090
DB01035,BE0000197
DB01035,BE0000892
DB01035,BE0002363
DB01035,BE0002180
DB01035,BE0003647
DB01035,BE0003648
DB01035,BE0003650
DB01035,BE0000106
DB01035,BE0000757
DB01035,BE0003657
DB01035,BE0004752
DB01035,BE0000045
DB01036,BE0000560
DB01036,BE0000247
DB01036,BE0000092
DB01036,BE0000405
DB01036,BE0002793
DB01036,BE0003536
DB01036,BE0002363
DB01036,BE0002638
DB01036,BE0002196
DB01037,BE0002198
DB01037,BE0003549
DB01037,BE0002638
DB01037,BE0003336
DB01037,BE0002433
DB01037,BE0003536
DB01037,BE0002887
DB01037,BE0002793
DB01037,BE0002363
DB01037,BE0001032
DB01037,BE0000756
DB01038,BE0000020
DB01038,BE0000145
DB01038,BE0000071
DB01039,BE0000956
DB01039,BE0009742
DB01039,BE0003538
DB01039,BE0002705
DB01039,BE0003074
DB01039,BE0002887
DB01039,BE0003536
DB01039,BE0003336
DB01039,BE0000126
DB01039,BE0000622
DB01039,BE0000592
DB01039,BE0000747
DB01039,BE0002793
DB01039,BE0000530
DB01039,BE0000703
DB01039,BE0004755
DB01041,BE0004796
DB01041,BE0003549
DB01041,BE0002793
DB01041,BE0002638
DB01041,BE0003536
DB01041,BE0002362
DB01041,BE0000017
DB01041,BE0000262
DB01041,BE0004796
DB01042,BE0000222
DB01042,BE0004852
DB01043,BE0003438
DB01043,BE0000756
DB01043,BE0000365
DB01043,BE0004797
DB01043,BE0003536
DB01043,BE0003549
DB01043,BE0003647
DB01043,BE0000752
DB01043,BE0000757
DB01043,BE0003657
DB01043,BE0003724
DB01044,BE0003725
DB01044,BE0003726
DB01044,BE0003727
DB01044,BE0002433
DB01044,BE0000530
DB01044,BE0000257
DB01045,BE0000956
DB01045,BE0003336
DB01045,BE0003533
DB01045,BE0003550
DB01045,BE0003612
DB01045,BE0003538
DB01045,BE0002362
DB01045,BE0002638
DB01045,BE0002433
DB01045,BE0002887
DB01045,BE0003541
DB01045,BE0002793
